case_id,t_state,p_name,p_year,p_tnum,p_cap,xlong,ylat
3000012,TX,Loraine II,2011.0,100,150.0,-100.710289,32.454193
3000020,AK,Tuntutuliak,2012.0,5,0.475,-162.66188,60.3368
3000078,CA,Oasis Power Partners,2004.0,60,60.0,-118.29628799999999,35.067696000000005
3000086,CA,San Gorgonio Farms Wind Farm,2008.0,112,31.0,-116.63014199999999,33.92334
3000201,TX,Panhandle Wind 1,2014.0,118,218.3,-101.213791,35.410393
3000219,KS,Flat Ridge 2,2012.0,262,419.2,-98.155693,37.343292
3000242,OR,Combine Hills I,2003.0,41,41.0,-118.62978400000001,45.960793
3000243,CA,Whitewater Hill,2002.0,41,61.5,-116.61581399999999,33.925838
3000341,TX,Lone Star II,2008.0,78,156.0,-99.479889,32.493095000000004
3000733,IL,Providence Heights,2008.0,36,72.0,-89.599091,41.268692
3000796,TX,Sherbino II,2011.0,60,150.0,-102.517288,30.776896
3000832,CA,Ocotillo Wind I,2013.0,18,42.66,-115.992989,32.711594
3001123,IN,Meadow Lake,2009.0,121,199.65,-86.92229499999999,40.670390999999995
3001436,TX,Pleasant Hill,2015.0,6,10.8,-101.462288,33.747494
3001496,VT,Kingdom Community Wind,2012.0,21,63.0,-72.445114,44.733177000000005
3001502,RI,New England Tech,2009.0,1,0.1,-71.4515,41.732791999999996
3001638,AK,Selawik Wind Project,2004.0,3,0.15,-160.01766999999998,66.607803
3002392,WI,Port of Milwaukee,2012.0,1,0.1,-87.890839,43.003372
3002468,CA,High Winds,2003.0,90,162.0,-121.800385,38.103695
3002629,MN,GL Wind,2011.0,2,5.0,-91.87718199999999,43.994597999999996
3002700,MN,Marshall,2008.0,9,18.9,-95.824188,44.336094
3002725,MN,Odin,2008.0,10,20.0,-94.861366,43.849441999999996
3002774,AK,Delta Junction,2009.0,1,0.1,-145.594971,64.014397
3002859,TX,Panhandle Wind 2,2014.0,79,181.7,-101.313194,35.421093
3003372,IL,Eswood School,2012.0,1,0.225,-89.03319499999999,42.056793
3003469,AK,Kotzebue Wind Project2,2006.0,1,0.066,-162.563278,66.837799
3003513,MN,Grant County,2010.0,10,20.0,-95.888062,45.807655
3003639,TX,Anacacho,2012.0,55,99.0,-100.185776,29.178185
3003685,TX,Spinning Spur Wind Ranch,2012.0,35,80.5,-102.39389,35.299294
3003694,IA,Sibley Hills,2003.0,1,0.66,-95.651093,43.404590999999996
3003725,AK,Kasigluk,2006.0,3,0.3,-162.51268000000002,60.870899
3003837,NY,Town of Richland,2010.0,1,0.1,-76.03699499999999,43.565189000000004
3004024,MA,Barnstable Wastewater Treatment Facility,2010.0,2,0.2,-70.30639599999999,41.663692
3004160,IL,LLC 2,2012.0,2,0.2,-88.38662,39.419407
3004445,VT,Rock of Ages,2010.0,1,0.1,-72.476997,44.153492
3004457,NH,Mountain View Grand,2009.0,1,0.1,-71.59030200000001,44.398792
3005032,TX,White Tail,2012.0,57,91.2,-99.011894,27.481995
3005468,OH,Wynford Local Schools,2011.0,2,0.2,-83.019592,40.822792
3005548,MA,Princeton Municipal Light and Water Plant,2009.0,2,3.0,-71.899597,42.47699
3005789,WI,Evansville WWTP,2010.0,1,0.1,-89.27999100000001,42.777592
3005919,IA,Tjaden Farms,2006.0,1,0.45,-92.62359599999999,43.156490000000005
3006042,NY,Harbec Plastics,2002.0,2,1.1,-77.36174,43.226089
3006092,MN,Cisco,2008.0,4,8.4,-95.356895,43.625893
3006311,OH,University of Toledo Wind Turbine,2009.0,1,0.08,-83.595192,41.643692
3006356,CA,Karen Avenue Windfarm,2004.0,12,11.7,-116.55528999999999,33.921993
3006474,AZ,Fort Huachuca,2011.0,1,1.0,-110.31748999999999,31.505396
3006576,IN,Goodland I,2008.0,87,130.5,-87.428696,40.673190999999996
3006613,NE,Steele Flats,2013.0,44,74.8,-96.939545,40.039421000000004
3006631,TX,Barton Chapel,2009.0,60,120.0,-98.302994,33.081093
3006732,MA,Nature's Classroom Wind Turbine,2009.0,1,0.1,-72.003899,42.110889
3007209,IN,Time Factory Wind,2008.0,1,0.05,-86.236496,39.871094
3007426,CA,Diablo Winds,2004.0,31,20.46,-121.614883,37.763393
3007531,MA,Hyannis Country Garden,2008.0,1,0.1,-70.310799,41.651291
3007867,OH,Case Western University,2012.0,3,1.225,-81.496895,41.602092999999996
3007921,MA,Mount St. Mary's Abbey,2009.0,1,0.1,-71.3937,42.042491999999996
3008198,TX,Cirrus 1,2012.0,17,61.2,-101.67259200000001,33.032993
3008244,MA,Woods Hole Research Center,2009.0,1,0.1,-70.643204,41.548992
3008626,TX,Inadale (Roscoe IV),2009.0,197,197.0,-100.62339,32.529293
3008710,MA,City of Medford,2009.0,1,0.1,-71.099098,42.408993
3008741,OH,Great Lakes Science Center,2006.0,1,0.225,-81.696793,41.506691
3008749,TX,Senate,2012.0,75,150.0,-98.343689,33.180492
3008917,VT,Heritage Flight,2009.0,1,0.1,-73.145996,44.463093
3009031,MA,IBEW local 103,2005.0,1,0.1,-71.0541,42.304691
3009078,VT,Bolton Valley Resort,2009.0,1,0.1,-72.834724,44.414455
3009351,IN,The City of Union City,2010.0,1,1.0,-84.817192,40.190692999999996
3009909,CA,Lake Palmdale,2004.0,1,0.95,-118.11828600000001,34.555896999999995
3010084,IA,Iowa State Fair Wind Project,2007.0,1,0.66,-93.548897,41.595093
3010198,MA,Falmouth II,2012.0,1,1.65,-70.621498,41.609291
3010200,WY,Evanston (Wyoming Wind Energy Center),2003.0,80,144.0,-110.72658500000001,41.382095
3010392,MA,Cape Cod Regional Transit Authority,2010.0,1,0.1,-70.144402,41.690090000000005
3010400,MN,Nobles,2010.0,134,201.0,-95.76859300000001,43.728592
3010617,NY,Maple Ridge (Lowville),2005.0,83,136.95,-75.610001,43.82999
3010715,CO,Aurora Wal-Mart,2005.0,1,0.05,-104.773087,39.760796
3010879,MN,Moraine II,2009.0,33,49.5,-96.102692,44.135292
3011309,CO,Cedar Creek,2007.0,221,221.0,-104.062889,40.863594
3012488,MN,McNeilus,2003.0,24,22.8,-92.854904,44.00042
3012921,OR,"Condon Wind Project, phase II",2002.0,42,25.2,-120.272484,45.285095
3012977,WA,Nine Canyon,2002.0,37,48.1,-119.09888500000001,46.098694
3013153,IA,Hancock County Wind Farm,2002.0,148,97.68,-93.711189,43.074593
3013304,WV,Mountaineer Wind Energy Center (Thomas),2002.0,44,66.0,-79.569695,39.151291
3013381,ND,Minnkota Power Cooperative,2002.0,1,0.9,-97.930992,48.008793
3013390,MN,Farmers' coops/Westridge,2003.0,18,17.1,-96.118492,44.021992
3013397,MN,MinWind I & II,2002.0,4,3.8,-96.311195,43.555492
3013421,MN,Missouri River Energy Services (MRES),2002.0,4,3.6,-95.682388,43.622692
3013427,MN,Bingham Lake,2006.0,12,15.0,-95.03479,43.966991
3013428,MN,Don Sneve Wind Farms,2003.0,1,0.95,-95.843666,43.747753
3013431,CO,Colorado Green Wind Project (Lamar),2003.0,108,162.0,-102.600792,37.737595
3013667,NM,Llano Estacado Wind Ranch at Texico II,2003.0,2,1.32,-103.054794,34.360195000000004
3013669,CA,"Solano Wind Project, Phase I",2003.0,15,9.9,-121.77578700000001,38.134396
3013708,IA,Zachary Ridge,2010.0,1,2.0,-95.65773,43.40596
3013797,IA,Lenox Municipal Utilities,2003.0,1,0.75,-94.538094,40.896694000000004
3013798,PA,Meyersdale,2003.0,20,30.0,-78.990997,39.804192
3013818,PA,Waymart Wind Farm,2003.0,43,64.5,-75.428398,41.638493
3013890,MN,Shaokatan Power Partners,2003.0,2,1.6,-96.418594,44.39669
3013892,SD,South Dakota,2003.0,27,40.5,-99.438423,44.384045
3013919,ND,North Dakota Wind II,2003.0,14,21.0,-98.898392,46.32719
3013920,ND,North Dakota Wind I,2003.0,27,40.5,-98.89859,46.347190999999995
3013954,MN,Moraine Wind Power project,2003.0,34,51.0,-96.069389,44.040592
3013993,MN,Fairmont Wind (SMMPA),2004.0,2,3.3,-94.441193,43.579291999999995
3014004,MN,G. McNeilus Wind Farm,2003.0,9,13.5,-92.717377,43.554928000000004
3014005,MN,Carleton College,2004.0,1,1.65,-93.113892,44.458991999999995
3014012,OH,Bowling Green Municipal,2003.0,2,3.6,-83.740997,41.376492
3014013,MN,Pipestone School District,2003.0,1,0.75,-96.340393,44.000893
3014014,OH,AMP-Ohio/Green Mountain Energy Wind Farm,2004.0,2,3.6,-83.736298,41.382492
3014117,CO,Lamar Municipal,2004.0,3,4.5,-102.537888,38.033295
3014121,CO,Lamar III,2004.0,2,3.0,-102.650894,37.362293
3014124,WA,Nine Canyon II,2003.0,12,15.6,-119.14088400000001,46.103992
3014136,TN,Buffalo Mountain,2004.0,15,27.0,-84.35629300000001,36.130192
3014325,TX,Brazos Wind Ranch,2003.0,99,99.0,-101.152992,32.951195
3014489,TX,Indian Mesa / Aeolus,2003.0,1,3.0,-101.327888,36.472694
3014584,OK,Blue Canyon I,2003.0,45,74.25,-98.598694,34.860493
3014629,CA,Victorville Wind Project,2005.0,1,0.75,-117.35829199999999,34.557693
3014641,CA,"Solano Wind Project, Phase IA",2004.0,7,4.62,-121.77458999999999,38.126995
3014650,CA,Mountain View Power Partners III,2003.0,34,22.44,-116.58708999999999,33.920795
3014653,CA,Coram Energy LLC,2005.0,6,9.0,-118.32479099999999,35.065594
3014673,IA,Iowa Lakes Community College,2005.0,1,1.65,-94.815689,43.385292
3014676,IA,Intrepid Expansion,2005.0,15,15.0,-95.35298900000001,42.526993
3014715,IL,Bureau Valley School District,2004.0,1,0.66,-89.67819200000001,41.453392
3014716,MN,MinWind III-IX,2004.0,7,11.55,-96.390594,43.649994
3014717,IL,Crescent Ridge I,2005.0,33,54.45,-89.579262,41.265434
3014726,MN,West Pipestone (Maiden Winds),2004.0,5,8.25,-96.430389,44.025593
3014731,MN,Redwood Falls (SMMPA),2005.0,2,3.3,-95.175896,44.504494
3014747,MN,JJN Wind Farm,2004.0,1,1.5,-96.391891,44.280891
3014751,MA,Hull Wind Phase II,2006.0,1,1.8,-70.85659799999999,42.261192
3014787,OR,Klondike II,2005.0,50,75.0,-120.600388,45.583096000000005
3014788,ID,Fossil Gulch,2005.0,7,10.5,-114.94958500000001,42.865093
3014809,WA,Hopkins Ridge Wind Project,2005.0,83,149.4,-117.816978,46.40947
3014868,MT,Horseshoe Bend/ranch pit,2006.0,6,9.0,-111.439186,47.506091999999995
3015025,OK,Weatherford Wind Energy Center,2005.0,71,106.5,-98.789291,35.519295
3015096,NM,Caprock Wind Ranch,2004.0,60,60.0,-103.386589,34.996193
3015176,OK,Weatherford Wind Energy Center Expansion,2005.0,27,40.5,-98.70188900000001,35.480095
3015201,OK,Blue Canyon II,2005.0,84,151.2,-98.629494,34.891895
3015262,HI,Kaheawa (Maalaea),2006.0,20,30.0,-156.556183,20.824797
3015284,IA,Stuart,2005.0,1,0.66,-94.327393,41.493992
3015285,IA,Century Expansion,2005.0,35,35.0,-93.63879399999999,42.505993
3015333,NE,Ainsworth Wind Project (NPPD),2005.0,36,59.4,-99.874794,42.459492
3015467,NY,Steel Winds,2007.0,8,20.0,-78.863998,42.812290000000004
3015478,NY,Maple Ridge,2006.0,112,184.8,-75.576599,43.789291
3015630,PA,North Allegheny,2009.0,35,70.0,-78.566498,40.373492999999996
3015643,PA,Locust Ridge II,2009.0,51,102.0,-76.14859799999999,40.850792
3015657,NY,Munnsville,2007.0,23,34.5,-75.539795,42.953990999999995
3015661,MN,Trimont Wind,2005.0,67,100.5,-94.853394,43.81369
3015722,ND,Velva Wind Farm,2006.0,18,11.88,-100.88229399999999,48.101791
3015788,MN,East Ridge,2006.0,8,10.0,-95.91239200000001,43.938190000000006
3015789,MN,Blue Breezes I & II,2006.0,2,2.5,-94.15361,43.655834000000006
3015793,ND,Wilton Wind Farm,2005.0,21,31.5,-100.714493,47.136494
3015821,MN,Arnold Wind Farm,2005.0,1,1.65,-95.84429200000001,43.752693
3015827,MN,Corn Plus,2008.0,2,4.2,-94.13929,43.761993
3015833,MN,Minnesota Wind Share,2006.0,3,5.4,-95.982391,43.957190999999995
3015834,WI,Forward Wind Project,2008.0,86,129.0,-88.53439300000001,43.65789
3015837,IL,Camp Grove,2007.0,100,150.0,-89.68869000000001,41.095493
3015899,RI,Portsmouth Abbey School,2006.0,1,0.66,-71.2687,41.599090999999994
3015902,MA,MWRA Deer Island,2009.0,2,1.2,-70.957298,42.347091999999996
3015903,WY,F.E. Warren Air Force Base,2005.0,2,1.32,-104.88298799999998,41.175995
3015906,WA,Wild Horse I,2006.0,127,228.6,-120.223984,47.015293
3016034,OR,Leaning Juniper,2006.0,67,100.5,-120.26088700000001,45.665993
3016069,TX,Sweetwater Phase III,2005.0,90,135.0,-100.50099200000001,32.326595000000005
3016242,NM,San Juan Mesa,2005.0,120,120.0,-103.84769399999999,33.971695000000004
3016354,TX,Forest Creek Wind Project,2006.0,54,124.2,-101.254593,32.018597
3016360,TX,Snyder,2007.0,21,63.0,-100.728592,32.727394
3016383,TX,Buffalo Gap Wind Farm,2005.0,67,120.6,-100.095795,32.304695
3016639,NM,Aragonne Wind LLC (Pastura),2006.0,90,90.0,-105.14798700000001,34.804992999999996
3016735,TX,Lone Star I,2007.0,88,176.0,-99.490593,32.586395
3016901,CA,Kumeyaay Phase I,2005.0,25,50.0,-116.34539,32.732296000000005
3016924,CA,Shiloh Wind Project,2006.0,76,114.0,-121.86098500000001,38.153294
3017018,CA,Solano Phase IIA,2006.0,8,24.0,-121.77478799999999,38.102196
3017039,AK,Savoonga,2008.0,2,0.2,-170.498077,63.692303
3017041,AK,Tin City Long Range Radar Station,2008.0,1,0.225,-167.96241799999999,65.568611
3017044,IA,Endeavor,2008.0,30,75.0,-95.41469599999999,43.450394
3017084,IA,Hardin-Hilltop,2007.0,7,14.7,-94.35979499999999,42.083492
3017094,KS,Elk River,2005.0,100,150.0,-96.58309200000001,37.595692
3017194,IA,Cross Winds,2007.0,10,21.0,-94.92289,43.047492999999996
3017204,IA,Pomeroy II,2007.0,49,73.5,-94.723389,42.560790999999995
3017341,WV,"NedPower Mount Storm, Phase I",2008.0,82,164.0,-79.197098,39.227493
3017343,NY,Noble Ellenburg,2008.0,54,81.0,-73.925995,44.86499
3017389,NY,Noble Clinton,2008.0,67,100.5,-73.990196,44.937992
3017442,NY,Noble Altona,2009.0,65,97.5,-73.652298,44.827290000000005
3017496,PA,Bear Creek,2006.0,12,24.0,-75.7677,41.232292
3017508,NJ,Jersey Atlantic Wind Farm,2005.0,5,7.5,-74.448502,39.383891999999996
3017516,NY,Noble Bliss,2008.0,67,100.5,-78.245796,42.560390000000005
3017546,NY,Howard,2011.0,25,51.25,-77.568596,42.341393
3017561,PA,Forward,2008.0,14,29.4,-78.863495,40.085293
3017575,PA,Lookout,2008.0,18,37.8,-78.91869399999999,39.880093
3017591,PA,Casselman,2007.0,23,34.5,-79.14299799999999,39.871891
3017704,IL,Twin Groves II,2007.0,98,161.7,-88.603592,40.476692
3017714,ND,Oliver County Wind Energy Center,2006.0,22,50.6,-101.240387,47.179394
3017726,IL,Twin Groves I,2007.0,120,198.0,-88.6633,40.418163
3017741,MN,Mower County Wind Energy Center,2006.0,43,98.9,-92.586189,43.619892
3017768,MN,Tholen & Petersen,2005.0,8,13.2,-96.101395,44.076591
3017771,MN,Ewington,2008.0,10,21.0,-95.417435,43.618103000000005
3017774,MN,Fenton,2007.0,137,205.5,-96.018295,43.852894
3017896,MN,Jeffers,2008.0,20,50.0,-95.276489,44.041393
3017915,MN,Minn-Dakota,2007.0,64,96.0,-96.368492,44.271190999999995
3017939,ND,Rugby,2009.0,71,149.1,-100.034492,48.542792999999996
3017960,WI,Cedar Ridge Wind Farm,2008.0,41,67.65,-88.300896,43.734192
3017967,IL,GSG Wind Farm,2007.0,40,80.0,-89.136597,41.626892
3018053,IL,Big Sky Wind,2011.0,114,239.4,-89.449997,41.583191
3018120,MI,Harvest Wind Farm,2008.0,32,52.8,-83.23039200000001,43.826492
3018332,SD,Buffalo Ridge,2009.0,24,50.4,-96.468788,44.439293
3018345,ME,Mars Hill,2007.0,22,33.0,-67.808502,46.552189
3018370,MA,Jiminy Peak Ski Resort,2007.0,1,1.5,-73.292801,42.543793
3018371,CO,Twin Buttes,2007.0,50,75.0,-102.830917,37.695694
3018376,OR,Klondike III,2007.0,80,120.0,-120.662186,45.558395000000004
3018485,UT,Spanish Fork,2008.0,9,18.9,-111.58008600000001,40.072895
3018495,WA,White Creek,2007.0,89,204.7,-120.40868400000001,45.814194
3018577,WA,Marengo I,2007.0,78,140.4,-117.83278700000001,46.390995000000004
3018655,WA,Goodnoe Hills,2008.0,47,94.0,-120.57118200000001,45.775696
3018922,WA,Nine Canyon III,2008.0,14,32.2,-119.16298700000002,46.114494
3018927,CO,Peetz Table,2007.0,267,400.5,-103.52919,40.993393
3019051,WA,Big Horn,2006.0,133,199.5,-120.282684,45.943794
3019184,OR,Elkhorn Valley (La Grande),2007.0,59,97.35,-117.81868700000001,45.112194
3019201,CO,Spring Canyon,2006.0,40,60.0,-103.032494,40.970493
3019218,OR,Threemile Canyon,2009.0,6,9.9,-119.937683,45.675896
3019310,TX,Whirlwind Energy Center,2007.0,26,59.8,-101.082291,34.075794
3019333,TX,Sand Bluff,2007.0,45,90.0,-101.35659,31.999495
3019343,TX,JD Wind 4,2008.0,38,79.8,-101.386589,36.414592999999996
3019416,TX,JD Wind Phase V,2006.0,8,10.0,-101.876389,36.445496
3019434,OK,Centennial Wind Farm,2006.0,40,60.0,-99.662491,36.644794
3019534,TX,Camp Springs,2007.0,87,130.5,-100.82249499999999,32.741993
3019638,TX,JD Wind VI,2007.0,8,10.0,-101.822388,36.466995000000004
3019673,TX,Wege Wind Farm,2008.0,8,10.0,-101.540092,35.350395
3019746,TX,Buffalo Gap 2,2007.0,155,232.5,-100.177094,32.318195
3019945,TX,PYCO Soaring Wind Farm,2008.0,10,10.0,-101.80019399999999,33.554893
3019949,TX,Ocotillo,2008.0,28,58.8,-101.392288,32.160194
3019966,TX,JD Wind 7,2009.0,8,10.0,-101.86369300000001,36.007595
3019979,OK,Sleeping Bear,2007.0,45,94.5,-99.529892,36.629093
3020034,TX,Gulf Wind,2009.0,118,283.2,-97.579193,26.913494
3020098,TX,Roscoe,2008.0,209,209.0,-100.728493,32.531296000000005
3020295,TX,Wildorado,2007.0,70,161.0,-102.343788,35.299892
3020524,HI,Hawi Renewable,2006.0,16,10.56,-155.85498,20.260197
3020571,CA,Dillon,2008.0,45,45.0,-116.58488500000001,33.944595
3020610,HI,Pakini Nui (KA'ALUALU),2007.0,14,21.0,-155.689285,18.974795999999998
3020616,CA,Garnet Wind Project,2009.0,13,6.5,-116.582489,33.902294
3020629,CA,Buena Vista,2006.0,38,38.0,-121.66729,37.805195
3020665,AK,St. Paul Island II,2007.0,2,0.675,-170.23738500000002,57.157562
3020668,AK,Kodiak Island Wind Project,2009.0,3,4.5,-152.446075,57.786198
3020671,IA,Pomeroy I,2007.0,82,123.0,-94.74829100000001,42.564091
3020751,KS,Central Plains,2009.0,33,99.0,-101.129494,38.503395000000005
3020785,KS,Smoky Hills,2008.0,56,100.8,-98.02889300000001,38.893093
3020898,IA,Top of Iowa III,2008.0,18,29.7,-93.30289499999999,43.366291
3020901,IA,Crystal Lake I,2008.0,100,150.0,-93.90939300000001,43.146793
3020999,KS,Spearville,2006.0,67,100.5,-99.77329300000001,37.851692
3021024,NE,Elkhorn Ridge,2009.0,27,81.0,-97.620491,42.692993
3021050,KS,Meridian Way,2008.0,35,105.0,-97.601791,39.431793
3021088,KS,Meridian Way II,2008.0,32,96.0,-97.747795,39.413593
3021125,IA,Story County,2008.0,100,150.0,-93.35919200000001,42.145893
3021225,IA,Crystal Lake II,2008.0,76,190.0,-93.86779,43.321793
3021307,KS,Spearville II,2010.0,32,48.0,-99.727692,37.864494
3021332,KS,Smoky Hills II,2008.0,99,148.5,-98.18309,38.900593
3021453,NY,Noble Chateaugay,2009.0,71,106.5,-74.061295,44.923389
3021521,NY,Noble Wethersfield,2009.0,84,126.0,-78.306198,42.62059
3021603,NY,Dutch Hill/Cohocton,2009.0,50,125.0,-77.430595,42.575291
3021640,PA,Locust Ridge,2006.0,13,26.0,-76.185997,40.835293
3021772,NY,High Sheldon,2009.0,75,112.5,-78.4272,42.761692
3021783,MN,Prairie Star,2007.0,60,99.0,-92.68409,43.614490999999994
3021797,IN,Fowler Ridge I,2009.0,182,300.3,-87.345596,40.602790999999996
3021821,IL,EcoGrove,2009.0,67,100.5,-89.881996,42.494392
3021868,SD,Tatanka,2008.0,59,88.5,-99.00099200000001,45.908091999999996
3021992,ND,Oliver II,2007.0,32,48.0,-101.297989,47.157092999999996
3022025,IL,Grand Ridge,2008.0,66,99.0,-88.705292,41.197292
3022059,IL,Sustainable Technologies Museum (Turbine A,2007.0,1,2.5,-89.24969499999999,41.660294
3022060,IL,Agriwind,2008.0,4,8.4,-89.62359599999999,41.301693
3022216,ND,Langdon - OTP,2008.0,27,40.5,-98.258492,48.744091
3022488,SD,Wessington Springs,2009.0,34,51.0,-98.58429,44.036594
3022529,MN,Nobles Cooperative Electric,2008.0,1,2.1,-95.437294,43.718594
3022541,MN,Elm Creek,2008.0,66,99.0,-94.905991,43.729191
3022636,WI,Butler Ridge,2009.0,36,54.0,-88.473694,43.388191
3022715,NH,Lempster,2008.0,12,24.0,-72.13849599999999,43.248791
3022725,ME,Stetson,2009.0,38,57.0,-67.994598,45.482391
3022763,MA,Forbes Park,2008.0,1,0.6,-71.01329799999999,42.39959
3022773,WY,Mountain Wind I,2008.0,29,60.9,-110.48198700000002,41.288296
3022778,WA,Hopkins Ridge II,2008.0,4,7.2,-117.80688500000001,46.432693
3022916,WA,Marengo II,2008.0,39,70.2,-117.85468300000001,46.361694
3022919,MT,Diamond Willow Wind,2008.0,12,18.0,-104.163391,46.279793
3022932,ID,Mountain Home,2009.0,20,42.0,-115.480286,43.056595
3022948,OR,Pebble Springs,2009.0,47,98.7,-120.12498500000001,45.706196000000006
3023001,WY,Mountain Wind II,2008.0,38,79.8,-110.55899,41.289795
3023091,OR,Klondike IIIA,2008.0,51,76.5,-120.542686,45.550095
3023144,OR,Biglow Canyon I,2007.0,76,125.4,-120.63238500000001,45.659595
3023152,OR,Rattlesnake Road,2008.0,49,102.9,-120.23258999999999,45.713592999999996
3023239,OR,Wheatfield,2009.0,46,96.6,-120.29508999999999,45.666096
3023379,WY,Air Force (Laramie),2009.0,1,2.0,-104.884689,41.178290999999994
3023453,TX,Pyron (Roscoe III),2009.0,166,249.0,-100.652992,32.547695000000004
3023455,TX,Panther Creek I,2008.0,95,142.5,-101.438988,32.008293
3023457,TX,Panther Creek II,2009.0,77,115.5,-101.35149399999999,31.938496
3023551,TX,Majestic,2009.0,53,79.5,-101.531891,35.445194
3023680,TX,Sherbino I,2008.0,50,150.0,-102.393394,30.801695000000002
3023881,TX,Turkey Track,2008.0,113,169.5,-100.287094,32.239197
3023987,TX,Buffalo Gap 3,2008.0,74,170.2,-100.172089,32.295193
3024003,TX,Bull Creek,2008.0,180,180.0,-101.578491,32.959694
3024170,TX,Camp Springs II,2007.0,21,31.5,-100.914192,32.804893
3024231,TX,JD WInd 9,2008.0,8,10.0,-101.998795,35.808193
3024234,TX,JD Wind 11,2009.0,8,10.0,-101.978889,35.811993
3024242,TX,Sweetwater IVb,2007.0,46,105.8,-100.493195,32.286594
3024289,TX,Sweetwater IVa,2007.0,135,135.0,-100.30899000000001,32.357796
3024426,TX,Stanton Energy Center,2008.0,80,120.0,-101.82019,32.217896
3024436,TX,Goat Phase I,2008.0,80,80.0,-100.80789200000001,31.967695000000003
3024515,TX,Goat Phase II,2009.0,29,69.6,-100.789192,31.983496000000002
3024540,TX,JD Wind 8,2009.0,8,10.0,-101.899788,36.026894
3024563,TX,Silver Star I,2008.0,24,60.0,-98.480995,32.345394
3024587,TX,JD Wind 10,2008.0,8,10.0,-101.809692,35.961395
3024591,TX,Sweetwater V,2007.0,35,80.5,-100.453293,32.242695
3024820,TX,Hackberry,2008.0,72,165.6,-99.40419,32.778893
3024894,TX,McAdoo,2008.0,100,150.0,-100.985794,33.769993
3024963,TX,Champion,2008.0,55,126.5,-100.66469599999999,32.396397
3025142,TX,Texas Tech - Nolan,2008.0,1,2.0,-100.526093,32.350196999999994
3025151,NM,Mesalands,2008.0,1,1.5,-103.738991,35.169693
3025426,CA,Solano Wind Project,2007.0,21,63.0,-121.78498799999998,38.109097
3025446,CA,Alite Wind Farm,2008.0,8,24.0,-118.34529099999999,35.035194
3025473,MO,Farmers City,2009.0,73,146.0,-95.492393,40.559895000000004
3025495,IA,Pomeroy III,2008.0,39,58.5,-94.82119,42.630790999999995
3025522,IA,Pioneer Prairie II,2008.0,19,31.35,-92.512596,43.498692
3025523,IA,Pioneer Prairie I,2008.0,120,198.0,-92.55159,43.472893
3025528,IA,Endeavor II,2008.0,20,50.0,-95.482391,43.453091
3025558,IA,Winnebago I,2008.0,10,20.0,-93.77869399999999,43.325790000000005
3025568,IA,Barton,2009.0,80,160.0,-93.114395,43.422492999999996
3025692,IA,Walnut Wind Project,2008.0,102,153.0,-95.23999,41.503192999999996
3025701,IA,Wind Vision,2008.0,1,0.9,-92.88879399999999,43.348091
3025794,IA,Carroll,2008.0,100,150.0,-94.931694,42.147194
3025795,IA,Cannon II,2012.0,1,0.9,-92.368095,42.735493
3025804,IA,Adair,2008.0,76,174.8,-94.69669300000001,41.499092
3026061,PA,Highland Wind Project,2009.0,25,62.5,-78.70399499999999,40.246693
3026084,IL,Rail Splitter,2009.0,67,100.5,-89.433693,40.375591
3026129,MN,Uilk Wind Farm,2009.0,3,4.5,-96.426689,43.981392
3026183,MI,Stoney Corners,2008.0,2,5.0,-85.304794,44.18959
3026192,ND,Turtle Mountain College,2008.0,1,0.66,-99.751793,48.884693
3026206,ND,Ashtabula Wind Center,2008.0,131,196.5,-97.93679,47.191390999999996
3026380,MN,Wapsipinicon Wind,2008.0,67,100.5,-92.699791,43.757092
3026436,MN,Grand Meadow,2008.0,67,100.5,-92.634491,43.741993
3026524,IL,Cayuga Ridge,2010.0,150,300.0,-88.472595,41.000492
3026616,MA,Williams Stone,2009.0,1,0.6,-73.069901,42.234192
3026618,MA,Templeton Wind Turbine,2010.0,1,1.5,-72.077698,42.589092
3026620,MA,Holy Name Catholic High School,2008.0,1,0.6,-71.783897,42.240891
3026621,OR,Hay Canyon,2009.0,48,100.8,-120.60108899999999,45.520893
3026633,ID,Cassia,2009.0,14,29.4,-115.03669,42.843292
3026644,MT,Glacier I,2008.0,71,106.5,-112.132484,48.542491999999996
3026645,MT,Glacier Wind II,2009.0,69,103.5,-112.170685,48.561295
3026658,WY,Seven Mile Hill I & II,2008.0,79,118.5,-106.36599,41.928093
3026665,WA,Windy Point I (Tuolomne Wind Project),2009.0,42,96.6,-120.760185,45.740395
3026740,OR,Echo 1-7,2009.0,27,44.55,-119.40538799999999,45.714195000000004
3026780,WY,Glenrock III,2009.0,26,39.0,-105.834236,43.032973999999996
3026940,TX,Wolf Ridge,2008.0,75,112.5,-97.45859499999999,33.722095
3027041,TX,Noble Great Plains,2009.0,76,114.0,-101.335693,36.447292
3027121,TX,Notrees,2009.0,55,90.75,-102.810989,32.037994
3027182,TX,Elbow Creek Wind Farm,2008.0,53,121.9,-101.42939,32.132195
3027184,OK,Red Hills,2008.0,82,123.0,-99.438393,35.531395
3027297,TX,South Trent Mesa,2009.0,44,101.2,-100.10419499999999,32.416893
3027324,TX,American Windmill Museum,2005.0,1,0.66,-101.823891,33.580894
3027481,CA,Pine Tree Wind Farm,2009.0,80,120.0,-118.19368700000001,35.288197
3027563,PA,Allegheny Ridge,2007.0,40,80.0,-78.55819699999999,40.413994
